0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label
"If PersonY ask to change something, as a result, PersonY or others want to, PersonY want to thank PersonX for letter",0,"If PersonX give PersonY a break, as a result, PersonY or others want to, PersonY want to thank PersonX",1,"If PersonX change PersonY name, as a result, PersonY or others want to, PersonX want to thank PersonY",1,"If PersonX decide to call PersonY, as a result, PersonY or others want to, PersonY want to thank PersonX",1,"If PersonX give PersonY direction, as a result, PersonX wants to, PersonY be thankful",0
"If PersonX give PersonY this opportunity, PersonX is seen as, PeopleX buy it",0,"If PersonX think have something, as a result, PersonY or others will, PersonX decide to buy it",0,"If PersonX decide on something, as a result, PersonY or others want to, PersonY be buy something",1,"If PersonY feel optimistic, as a result, PersonY or others feel, PersonX make a bet",0,"If PersonX show PersonY something, PersonX is seen as, PersonX buy the game",0
"If PersonX go to there, as a result, PersonY or others will, PersonY sell that",1,"If PersonX ask PersonY do that, because PersonX wanted, PersonX sell",0,"If PersonY want to buy one, as a result, PersonX will, PersonX sell it",0,"If PersonX take PersonY inventory, as a result, PersonX wants to, PersonX want to sell it",1,"If PersonX get another, as a result, PersonY or others want to, PersonY want to sell PersonX something else",1
"If PeopleX do not have money, can be hindered by, PeopleX boss will not let PeopleX",0,"If PersonY son be not for sale, can be hindered by, PersonX 's colleague stop support personx",0,"If PersonX ex-boyfriend be not in favor of it, can be hindered by, no one would buy PersonX 's book",0,"If PersonX be nobody 's business, PersonX is seen as, PersonX be close off",1,"If PersonY 's father will not allow PersonY marry PersonX, can be hindered by, the garbage dump be close",0
"If PersonY be insult, as a result, PersonY or others will, PersonX quickly stop",0,"If PersonX try to ignore PersonY, as a result, PersonX wants to, PersonX stop hang out with persony",1,"If PersonX finish PersonY sentence, as a result, PersonY or others want to, PersonY want to tell PersonX to shutup",1,"If PersonX use to do something, as a result, PersonY or others will, PersonY tell PersonX not do that",1,"If PersonX love PersonY dearly, as a result, PersonY or others want to, PersonX make PersonY stop",0
"If PersonY observe PersonX reaction, as a result, PersonY or others want to, PersonY want to maybe try themselves",0,"If PeopleX get a good grade, as a result, PersonY or others will, PersonY try on that",0,"If PersonX turn to face PersonY, because PersonX wanted, PersonY try one out",0,"If PersonX treat PersonY with contempt, as a result, PersonY or others want to, PersonY want to try something",0,"If PersonX do it successfully, as a result, PersonX wants to, PersonX decide to try something",0
"If PersonX wait for reply, as a result, PersonX wants to, PersonX want to build great business",0,"If PersonX start a company, as a result, PersonX wants to, PersonX want to advertise",1,"If PersonX want to start PersonX own business, as a result, PersonX wants to, PersonX want to be famous",1,"If PersonX conduct PersonX business, as a result, PersonY or others want to, PersonY want to make some money",1,"If PersonX get the business, as a result, PersonX wants to, PersonX have fun with PeopleX",0
"If PersonX lose PersonX job, as a result, PersonX feels, PersonX be sad",1,"If PersonX lose PersonX job, as a result, PersonX feels, PersonX feel upset",1,"If PersonX get fire from job, as a result, PersonX feels, PersonX be upset",1,"If PersonX lose badly, as a result, PersonX will, PeopleX start cry",1,"If PersonX get the boot, as a result, PersonX will, PersonX want to cry",0
"If PersonX want the moment, as a result, PersonX wants to, PersonX want to walk away",1,"If PersonX have have it, as a result, PersonX wants to, PersonX want to leave",1,"If PersonX think, because PersonX wanted, PersonX decide to go home",0,"If PersonX diagnose, as a result, PersonX wants to, PersonX be try to get away from that",0,"If PersonX eventually leave, as a result, PersonX wants to, PersonX want to go home",1
"If PersonX invite PersonY to lunch, as a result, PersonX wants to, PersonX want to go else with PersonY",1,"If PersonX eat some food, as a result, PersonX wants to, PersonX want to go for walk",1,"If PersonX give it a try, as a result, PersonX wants to, PersonX take PersonY out to lunch",0,"If PersonX be do eating, as a result, PersonX wants to, PersonX want to go for walk",1,"If PersonX take PersonY out to lunch, because PersonX wanted, PersonX spend time with persony",1
"If PersonX come early, as a result, PersonX wants to, PersonX want to rush to class",0,"If PersonX be late for school, as a result, PersonX wants to, PersonX want to rush to class",1,"If PersonX be do do it, as a result, PersonX wants to, PersonX do it fast",0,"If PersonX be fast, because PersonX wanted, PersonX compete in race",0,"If PersonX try to be faster, as a result, PersonX wants to, PersonX enter the contest",0
"If PersonX cast the first stone, PersonX is seen as, PersonX want to cast more stone",0,"If PersonX form PersonY image, but before, PersonX needed, PersonX need to be a sculpture",1,"If PersonX play PersonY role in development, because PersonX wanted, PersonX build something",0,"If PersonY do that for PersonX, PersonX is seen as, PeopleX build that",0,"If PersonX build PersonY empire, PersonX is seen as, PersonY be determine",1
"If PersonX beg for money, as a result, PersonY or others want to, PersonY want to avoid PersonX forever",0,"If PersonX be out money to spend, can be hindered by, PersonX 's crush be ignore PersonY",0,"If PersonX look away, as a result, PersonX wants to, PersonX want to avoid PersonY",1,"If PersonX will help, as a result, PersonY or others want to, PersonX want to avoid PersonY",1,"If PersonX finally find PersonY, as a result, PersonY or others want to, PersonY want to avoid PersonX",1
"If PersonX be have today, as a result, PersonX wants to, PersonX be there",0,"If PersonX run out of there, but before, PersonX needed, PersonX want",0,"If PersonX would not stop, because PersonX wanted, PersonX get there faster",1,"If PersonX see something on there, as a result, PersonX will, PersonX call for that",1,"If PersonX pull PersonY back, because PersonX wanted, PersonX get person 's attention",1
"If PersonX go free, can be hindered by, PersonX be not on the visitor list",0,"If PersonX move around, as a result, PersonX wants to, PersonX stop at location",1,"If PersonX invite back, can be hindered by, PersonX can longer invite",1,"If PersonX move back, as a result, PersonX wants to, PersonX close the window",0,"If PersonX leave the park, because PersonX wanted, PersonX not be in the park more",1
"If PersonX be afraid of water, as a result, PersonX feels, PersonX be afraid",1,"If PersonX go to there, as a result, PersonX wants to, PersonX be afraid",0,"If PersonX go to there, as a result, PersonX will, PersonX be afraid",1,"If PersonX start to bleed, as a result, PersonX feels, PersonX be afraid",1,"If PersonX accidentally shoot, PersonX is seen as, PersonX be fearful",1
"If PersonX go to store, because PersonX wanted, PersonX see know",0,"If PersonX need that, as a result, PersonX wants to, PersonX be go shopping",1,"If PersonX be do shopping, as a result, PersonY or others want to, PersonY want it",1,"If PersonX be walk to store, as a result, PersonX wants to, PersonX have",1,"If PeopleX want to buy thing, as a result, PersonX wants to, PeopleX go shopping",1
"If PersonY want to have a orgasm, as a result, PersonY or others want to, PersonX do not think",0,"If PersonX fit perfectly, as a result, PersonX wants to, PersonX do not want to do it",0,"If PersonX love to something, because PersonX wanted, PersonX do not want PersonY get a tattoo",0,"If PersonX never like that, as a result, PersonX feels, PersonX be sensual",0,"If PersonX have to do that, as a result, PersonX wants to, PersonX forget to do that",1
"If buy PersonY a soda for it, as a result, PersonX wants to, PersonY PeopleX really be",0,"If PersonX get a soda from machine, as a result, PersonY or others want to, PersonX want to drink",0,"If PersonX want to have a drinnk, as a result, PersonX wants to, what be best for PeopleX",0,"If PersonX have new toy, as a result, PersonX feels, PersonX want candy",0,"If PersonX get a new toy, as a result, PersonX wants to, PeopleX be be",0
"If PersonX be pretty bad, as a result, PersonX feels, PersonX be angry",1,"If PersonX become worse, as a result, PersonX feels, PersonX be upset",1,"If PersonX get mad, as a result, PersonX feels, PersonX be angry",1,"If PersonX get very mad, as a result, PersonX feels, PersonX be angry",1,"If PersonX get angry, PersonX is seen as, PersonX feel hurt",1
"If PersonX have PersonX ear, as a result, PersonX wants to, PersonX want to pay",1,"If PeopleX be worth, because PersonX wanted, PersonX rub PersonY 's thumb",0,"If PersonX pay the fee, as a result, PersonX wants to, PersonX want",1,"If PersonX make, as a result, PersonY or others want to, PersonY want to pay PersonX",1,"If PersonX ask PersonY help, as a result, PersonX wants to, PersonX want to pay PersonY",1
"If PersonX become competitive, as a result, PersonX will, PersonX start play",0,"If PersonX compete, as a result, PersonX wants to, PersonX try",0,"If PersonX could not wait to play, because PersonX wanted, PersonX like competition",1,"If PersonX play day, as a result, PersonX wants to, PersonX want to game",1,"If PersonX be on a team, as a result, PersonX wants to, PersonX have a game",1
"If PersonX be go to have a baby, PersonX is seen as, PersonX be explorative",0,"If PersonX be pregnant, as a result, PersonX wants to, PersonX have a baby",1,"If PersonX give life back, because PersonX wanted, PersonX become pregnant",0,"If PersonX be pregnant, as a result, PersonX wants to, PersonX be expect a child",1,"If PersonX use it time, PersonX is seen as, PersonX conceive a child",0
"If PersonX be large, as a result, PersonX wants to, PersonX be strong",1,"If PersonX feel ambitious, as a result, PersonX feels, PersonX want that",0,"If PersonX want that, as a result, PersonX wants to, PersonX see that",0,"If PersonX need more of that, as a result, PersonX wants to, PersonX have eye bigger",0,"If PersonX be fat, as a result, PersonX wants to, PersonX persony",0
